sample_id,sanskrit_sloka,sanskrit_prose,english_sloka,english_prose,chrf_sloka_e1,chrf_prose_e2,chrf_e1_e2,bertscore_precision,bertscore_recall,bertscore_f1
3638,विद्रुतांवाहिनींदृष्टवावर्धमानं च राक्षसम् सविस्मयमिदंरामोविभीषणमुवाच ह,रामः विद्रुताम् वाहिनीम् वर्धमानम् राक्षसं च दृष्टवा सविस्मय विभीषणम् इदम् उवाच ह,Vidrutanvahiniindruthavavardhamane and Raksam savismayamidramamoivisham is the answer to the question.,Rama's vision of the rising and rising monsters and of all kinds of awe-inspiring phenomena has brought it up.,0.0,0.0,18.340966788819248,0.7679043,0.8382112,0.8015189
3639,अकार्यं न मया कार्यमेकपत्न्या विगर्हितम् कुलं सम्प्राप्तया पुण्यं कुले महति जातया,महति कुले जातया पुण्यम् कुलम् सम्प्राप्तया एकपत्न्या मया विगर्हितम् अकार्यम् न कार्यम्,"In vain, I have not done my work, I have not lost my wife, I have not gained anything, I have gained nothing, I have lost everything.",Mahati Khule Jatayam Punyaim कुल सम्प्राप्तया एकपत्नीया माया विगर्हितम् अकार्यम् न कार्यम्,0.0,56.87978663384939,4.341192024740098,0.7811816,0.66269577,0.71707714
3640,यद्यपि त्वं क्षितितलाद्गगनं चोत्पतिष्यसिपितृर्वंशचरित्रज्ञः सोऽन्यथा न करिष्यति,त्वम् क्षितितलात् गगनम् उत्पतिष्यसि यद्यपि पितुर्वंशचरित्रज्ञः सः अन्यथा न करिष्यति,"Even if you're going to die of a broken heart, your father-in-law won't do it.","You will be raised from the dead, even though the patriarchal historian would not have it any other way.",0.0,0.0,14.973880834865946,0.8630786,0.8526505,0.85783285
3641,ञ्जनीयम्हिभर्तारंविनष्टमवगम्यसा नैराश्यात् स्त्रीलघुत्वाच्चत्वद्वशंप्रतिपत्स्यते,सा रञ्जनीयम् भर्तारम् विनष्टम् अवगम्य नैराश्यात् स्त्रीलघुत्वाच्च त्वद्वशम् प्रतिपत्स्यते,"It is known as the ""History of Despair"" in which a woman is depressed and has two hundred husbands.",She was devastated by a devastating depression and quickly turned to a young woman.,0.0,0.0,24.784104827146624,0.864614,0.88259107,0.8735101
3642,वसिष्ठो भरतश्चैनं पप्रच्छतुरनामयम्शरीरेऽग्निषु वृक्षेषु शिष्येषु मृगपक्षिषु,वसिष्ठः भरतश्च एनम् शरीरे अग्निषु वृक्षेषु शिष्येषु मृगपक्षिषु अनामयम् पप्रच्छतुः,Vishishtho Bharathasannam Vishishturnamyamshiryamshiryamshiryamshiryamshiryamshiryamshiryamshiryamshiryamshiryamshiryamshiryamshiryam,"Vishishtha and Bharata in their bodies, fire trees, disciples, birds of prey anonymously travel:",0.0,0.0,18.970116175120367,0.7187272,0.80856156,0.76100236
3643,प्रेषितस्तेमहावीरोहनुमानवलोककः लङ्कास्थाहंत्वयाराजन्किंतदा न विसर्जिता,राजन् महावीरः हनुमान् अवलोककः ते प्रेषितः लङ्कास्था अहम् त्वया तदा किम् न विसर्जिता,"The Messenger of Allah (may peace be upon him) said to the people: ""Lankasthanahanthyavarajankintada na visirjita"".",Mahabharata: Hanuman Observer: and the Apostle: Lankasta I am thou then why didst thou not become a king?,0.0,0.0,23.60498736369958,0.7724329,0.8068492,0.7892661
3644,सेतुर्बद्धस्समुद्रेचयावल्लङ्कास्समीपतः सर्वंतीर्णंचमेसैन्यंजितमित्युपधारय इमेहिसमरेवीराहरयःकामरूपिण,लङ्कासमीपतः समुद्रे: यावत्: सेतुः बद्ध: मे: सर्वम्: सैन्यम्: तीर्णम्: जितम् इति: उपधारय: कामरूपिणः इमे: हरयः समरे: वीराः,"Separated from the sea by the sea or by the rocks nearby: all the armies of the world, all the armies of the world, all the armies of the world, all the armies of the world, all the armies of the world, all the armies of the world, all the armies of the world.",In the vicinity of the sea: till: bridge: bound: me: allum: military: arrow: जितम्: उपधारय: कामरूपिणः इमे: हरयः समरे: वीराः,0.0,36.708126294844774,11.85109385613578,0.7899827,0.6933196,0.7385015
3645,कृतानि वेश्मानि च पाण्डुराणि तथा सुपुष्पाण्यपि पुष्कराणिपुनश्च पद्मानि सकेसराणि धन्यानि चित्राणि तथा वनानि,पाण्डुराणि वेश्मानि च कृतानि तथा सुपुष्पाणि पुष्कराणि च पुनश्च स केसराणि पद्मानि तथा धन्यानि चित्राणि वनानि,The works of Vishmani and Pandurani and Supuṣpanai and Pushkaranipuṇi and Padmanai Sakṣarasani are rich in paintings and forests.,Pandurani cloths and carvings and floral flowers and hairstyles and padmani and rich paintings of forests.,0.0,0.0,41.43177157531991,0.80550146,0.8636304,0.8335538
3646,तस्मिन्नुपरते शब्दे दिव्ये श्रोत्र सुखे नृणाम्ददर्श भारतं सैन्यं विधानं विश्वकर्मणः,नृणाम् शोत्रसुखे तस्मिन् दिव्ये शब्दे उपरते भारतम् सैन्यम् विश्वकर्मणः विधानम् ददर्श,"On him, the words of the Divye hearers are happy, the people look at India, the army, the laws of the world:","Not to show off, but to say the same words up to India's military and the world's workforce: the constitution.",0.0,0.0,22.26563171938344,0.8554593,0.8690124,0.8621826
3647,यदि नोत्सहसे यातुं मया सार्थमनिन्दितेअभिज्ञानं प्रयच्छ त्वं जानीयाद्राघवो हि यत्,अनिन्दिते मया सार्थम् यातुम् नोत्सहसे यदि यत् राघवः जानीयात् अभिज्ञानम् त्वम् प्रयच्छ,"If you want to know, you should know that if you don't dare, then I don't think it's worth it.",Anindite me sahtam yatum notushahse if you know what ragha: you seek knowledge.,0.0,0.0,20.623717182133365,0.8411316,0.787359,0.81335753
3648,कृतकौतुकसर्वस्वा वेदिमूलमुपागता: मम कन्या मुनिश्रेष्ठ दीप्ता वह्नेरिवार्चिष:,मुनिश्रेष्ठ मम कन्या कृतकौतुकसर्वस्वा: दीप्ता: वह्ने: अर्चिष इव वेदिमूलम् उपागता:,"Kṛṣṇaṭukkṛṣṇa Vedimūlamupagta: My daughter is the best of the best, Deepta Ohinervarchish:","The best of my daughters, the best of my daughters, are all of them: Deepta: Hehna: Archish Iv Vedimulum Upagata:",0.4317789291882556,0.7440476190476191,36.55176510217215,0.7964287,0.8789717,0.83566684
3649,परिघाभिहतश्चापिवानरेन्द्रात्मजस्तदा जानुभ्यांपतितोबूमौपुनरेवोत्पपात ह,तदा परिघाभिहतः वानरेन्द्रात्मजः भूमौ जानुभ्याम् पतितः पुनरेव उत्पपात ह,"The circumstance of the body and the body of the body of the soul is that of the body of the soul, and the body of the body of the soul is that of the body of the body.",Then the spirits fell to the ground and re-emerged.,0.0,0.0,15.299196232759405,0.81795156,0.8484606,0.83292687
3650,अहंराक्षसराजेनरावणेनमहात्मना आज्ञप्तःसमरेहन्तुंतावुभौरामलक्ष्मणौ,अहम् राक्षसराजेन महात्मना रावणेन समरे तौ रामलक्ष्मणौ उभौ हन्तुम् आज्ञप्तः,"I am the Lord of the Rings, the Lord of the Rings, the Lord of the Rings.",I am the rattlesnake and I am the rattlesnake and I am the rattlesnake and I am the rattlesnake and I am the rattlesnake.,0.0,0.0,11.244450385168923,0.88750106,0.8458686,0.8661849
3651,एवमुक्त्वा तु हनुमांस्तौ वीरौ रामलक्ष्मणौवाक्यज्ञौ वाक्यकुशलः पुनर्नोवाच किञ्चन,वाक्यज्ञौ वाक्यकुशलः हनुमान् वीरौ तौ रामलक्ष्मणौ एवम् उक्त्वा पुनः किञ्चन नोवाच,This is why you have been given the privilege of being a hero of the Ram Lakshmanavakyavakyavakyavakyavakyavakyavakyavakyavakyavakyavakyavakyavakya: renovation of kinchan,Knowledge of sentences: Hanuman Veerou then Ramalakshmanau and said again and again.,0.0,0.0,21.10407146142508,0.75631535,0.8182268,0.78605384
3652,अफलस्तु कृतो मेष: परां तुष्टिं प्रदास्यतिभवतां हर्षणार्थाय ये च दास्यन्ति मानवा:,अफल: कृत: मेष: भवताम् पराम् तुष्टिम् प्रदास्यति ये मानवा: दास्यन्ति हर्षणार्थाय,"Unfruitful animal lambs: to give pleasure to the world and to enjoy it, they are slaves of men:",Fruitless: acted: lamb: you will be pleased with this man: slaves are happy.,0.4363001745200698,1.0256410256410255,26.84745596481757,0.85984814,0.8818121,0.8706916
3653,स भूत्वा शैलसङ्काशः क्षणेन पुनरात्मवान् ह्रस्वतां परमां प्राप्तो बन्धनान्यवशातयत्,आत्मवान् सः शैलसङ्काशः भूत्वा क्षणेन ह्रस्वताम् प्राप्तः बन्धनानि अवशातयत्,"He became a rock-solid man: for a moment he breathed again, and his soul was restored, and he received his soul's life in bondage.","He committed suicide by stoning himself, and in an instant he was stricken with grief, and he was bound.",0.0,0.0,23.08210470553703,0.8643316,0.87399554,0.86913675
3654,वाजिमुख्या मनुष्याश्च मत्ताश्च वरवारणाःप्रच्छाद्य भगवन्भूमिं महतीमनुयान्ति माम्,भगवन् वाजिमुख्याः मनुष्याश्च मत्ताः वरवारणाश्च महतीम् भूमिम् प्रच्छाद्य माम् अनुयान्ति,"The most important human beings and the masters of the world are the many, many, many, many, many, many.",Bhagavan Vajimukhya: Man and Matta: Varvarana and Mahatim Prasaim land has followed me.,0.0,0.0,13.649353166150153,0.80181867,0.7808572,0.79119915
3655,साम्प्रतं कालभेदेन या गतिस्तां निबोधतनवतिं योजनानां तु गमिष्यामि न संशयः,साम्प्रतम् कालभेदेन या गतिः ताम् निबोधत योजनानाम् नवतिम् गमिष्यामि संशयः न,I'm not sure I'm going to go into recent schemes for weather or traffic control.,There is no doubt that I am going to change my plans for each timeframe or pace.,0.0,0.0,25.49421700993062,0.87383866,0.8816453,0.87772465
3656,स तेन परमास्त्रेण मानवेन समाहित:संपूर्णं योजनशतं क्षिप्तस्सागरसम्प्लवे,तेन मानवेन परमास्त्रेण समाहित: स: सम्पूर्णम् योजनशतम् सागरसम्प्लवे क्षिप्त:,It contains a human-made masterpiece: a complete plan for a short sea-simplification.,The human handwriting comprises the following: a complete plan for the sea-simplification process:,0.23148148148148145,0.40551500405515,46.15588770079131,0.918251,0.9147762,0.91651034
3657,अयं स पुरुषव्याघ्रो द्वारि तिष्ठति ते सुतःब्राह्मणेभ्यो धनं दत्वा सर्वञ्चैवोपजीविनाम्,पुरुषव्याघ्रः सः अयम् ते सुतः ब्राह्मणेभ्यः उपजीविनां चैव सर्वम् धनम् दत्त्वा द्वारि तिष्ठति,This is a male-hating door that exists and gives wealth to the sons of Abraham and all that they have to live forever.,Male tiger: He is the one who gives all wealth to the Brahmins from the living to the dead.,0.0,0.0,31.83773514275253,0.8687563,0.8769101,0.8728141
3658,तत्र त्वं चैव मे नास्ति रामश्च वनमाश्रितःन वनं गन्तुमिच्छामि सर्वथा निहता त्वया,तत्र त्वम् नैवासि रामस्तु वनम् अश्रितः वनम् गन्तुम् न इच्छामि सर्वथा त्वया निहता,"There you are not in me, and there you are, and there you are, and there you are, and there you are, and there you are.","There, you live in a forest, you live in a forest, you don't want to go there.",0.0,0.0,20.943272020067884,0.8481411,0.86878675,0.8583398
3659,लक्ष्मणेनैवमुक्तस्तु रामस्सौमित्रिमब्रवीत् मा स्म त्रासं कृथा वीर न हि त्वादृग्विषीदति,लक्ष्मणेन एवम् उक्तः रामः सौमित्रिम् अब्रवीत् वीर त्रासम् मा स्म कृथाः त्वादृक् न विषीदति हि,Lakshmenevabhutramasthu RamassamithriMbrviitma Sam Trasan Kṛṣṇa Veer Nhi Tvadṛgvishīdati is also known as Tvadṛgvishīdati.,Lakshmen also said: Ram: Saumitrim Abravit Vir Trasam Ma Sm Kṛṣṇa: That is not to say.,0.0,0.0,29.79660380247322,0.8222966,0.8615651,0.841473
3660,तां भुजाभ्यां परिष्वज्य श्वश्रूर्वचनमब्रवीत्अनाचरन्ती कृपणं मूर्ध्न्युपाघ्राय मैथिलीम्,श्वश्रूः कृपणम् अनाचरन्तीम् तां मैथिलीम् भुजाभ्याम् परिष्वज्य मूर्ध्नि उपाघ्राय अब्रवीत्,Thanjaभ्यां priyavya श्वश्रुर्वचनमब्रवीत् अनाचरन्ती कृपणं मूर्ध्न्युपाघ्राय मैथिलीम्,"Shvshru: The grace of the uncircumcised, the love of the uncircumcised, the love of the uncircumcised, the love of the uncircumcised.",73.22015109779149,0.0,1.259359370046575,0.6604506,0.75836104,0.7060275
3661,सा तदर्थमना देवी तमभिप्रायमागतम्निर्माध्यस्थ्याच्च हर्षाच्च बभाषे दुर्वचं वचः,तदर्थमनाः देवी आगतम् तम् अभिप्रायम् निर्माध्यस्थ्यात् हर्षात् च दुर्वचम् वचः बभाषे,Sa adathmana Devi Tamviprayagalatammakriyatshyacharyabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabhasayabh,"Therefore, the goddess came to him with the meaning of constructing and rejoicing.",0.0,0.0,3.134304622158096,0.6010512,0.81701946,0.69258964
3662,शैलशृङ्गंमहद्गृह्यविनदंश्चमुहुर्मुहुः त्रासयन्राक्षसान्सर्वान् कुम्भकर्णपदानुगान् चिक्षेपशैलशिखरंकुम्भकर्णस्यमूर्धनि,सः महत् शैलशृङ्गम् गृह्य मुहुर्मुहुः विनदन् कुम्भकर्णपदानुगान् सर्वान् राक्षसान् त्रासयन् शैलशिखरम् कुम्भकर्णस्य मूर्धनि चिक्षेप,Shyalshringam MahadugramaVindanda and Muhurmuhu: Trasiyanrakshanswaran Kumbhakarnapanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudanudan,"He took up the great rock-shaped hall of fame, winning the Kumbhakarnapanugans, harassing all the monsters, and sculpting the rock-shaped Kumbhakarn.",0.0,0.0,9.615353790505074,0.66685647,0.8042908,0.72915405
3663,सा पादमूले कैकेय्या मन्थरा निपपात हनिश्श्वसन्ती सुदुःखार्ता कृपणं विललाप च,सा मन्थरा कैकेय्याः पादमूले निपपात ह सुदुःखार्ता निःश्वसन्ती कृपणम् विललाप च,"The footsteps of the Kaikeya Mantra are the loss of faith, the loss of faith, the sadness of grief, the loss of grace, and the loss of life.","Sa Mantra Kaikey: The footsteps of the wicked are sadness, unfaithfulness, mercy, and loss.",0.0,0.0,44.47757019555711,0.89190644,0.89202356,0.891965
3664,यदि रामस्य दूतस्त्वमागतो भद्रमस्तु ते पृच्छामि त्वां हरिश्रेष्ठ प्रिया रामकथा हि मे,त्वम् रामस्य दूतः आगतः यदि ते भद्रम् अस्तु हरिश्रेष्ठ मे रामकथा प्रिया हि त्वाम् पृच्छामि,"If Rama's angel comes to you and asks you to do the right thing, I ask you to do the right thing.","I ask you if the angel of Ram came to you and said, ""Badrham is the best thing in the world"".",0.0,0.0,34.14266154125284,0.90070736,0.88322246,0.8918792
3665,तांस्त्रियंपश्यतांतेषांताडयामासरावणि: क्रोशन्तींरामरामेतिमाययायोजितांरथे,रावणि: तेषाम् पश्यताम् मायया रथे योजिताम् रामरामेति क्रोशन्तीम् तांस्त्रियम् ताडयामास,"Then the women saw them, they saw them, they saw them, they saw them.","Ravani: They see me in my chariot, and I am angry with Ram Ram Ram.",0.0,0.28935185185185186,12.850641486114528,0.88539505,0.8644322,0.87478805
3666,मम लालप्यमानस्य पुत्रार्थन्नास्ति वै सुखम्तदर्थं हयमेधेन यक्ष्यामीति मतिर्मम,पुत्रार्थम् लालप्यमानस्य मम सुखम् नास्ति वै तदर्थं अहम् हयमेधेन यक्ष्यामि इति मम मति:,"The son of the love of my heart is not happy, but he is happy.",I feel like I'm living in a world where I'm not happy with love for my son.,0.0,0.0,21.28602416867,0.9037854,0.896423,0.90008914
3667,भङ्क्त्वा वनं महातेजा हत्वा रक्षांसि संयुगेदग्ध्वा लङ्कापुरीं रम्यां रराज स महाकपिः,महातेजाः महाकपिः वनम् भङ्क्त्वा संयुगे रक्षांसि हत्वा रम्याम् लङ्कापुरीम् दग्ध्वा रराज,Bhankhta was killed by Mahateja Hatu and Rakshaanshi joined forces with Lankapuri's Ramiyan Raraj Sa Mahakapi:,Mahateja: Mahakapī: The forest was burned by the ruler of Sri Lanka after he had killed the protectors of the jungle.,0.0,0.0,26.760364945065785,0.81627023,0.8660412,0.84041953
3668,देवगन्धर्वलोकांश्च विचेष्यामस्समाहिताः यावन्नाधिगमिष्यामस्तव भार्यापहारिणम्,समाहिताः तव भार्यापहारिणम् यावत् नाधिगमिष्यामः देवगन्धर्वलोकांश्च विचेष्यामः,The gods and the people of Gandharva will be scattered among the dead: they will be burdened by the coming of the Lord.,"Samahi: Until you bear the burden, we will visit the gods and the people:",0.0,0.0,41.91451894386159,0.87846994,0.88380915,0.88113153
3669,न त्वंकामंसमाधेयाभर्तृशुश्रूषणंप्रति अवश्यंतुमयावाच्यमेषतेदैवतंपरम्,त्वम् भर्तृशुश्रूषणंप्रति न समाधेयाकामम् तु मया अवश्यम् वाच्यम् एषः ते परम् दैवतम्,"You are not in a position to listen to your father's words, but you must be obedient to God's will.","You don't have to worry about your health issues, but I have to read them and give them to you.",0.0,0.0,22.808251155795453,0.9008734,0.89875066,0.89981085
3670,अधिगम्य तु वैदेहीं निलयं रावणस्य चअस्त पर्वतमासाद्य पूर्णे मासे निवर्तत,वैदेहीम् रावणस्य निलयं च अधिगम्य अस्तं पर्वतम् आसाद्य मासे पूर्णे निवर्तत,"As far as possible, the river enters Ravana and the mountains are full of fish.",Vedehim Ravana's lagoon and access to the mountains of Astam is filled with fish.,0.0,0.0,33.37646871451037,0.8874073,0.87731624,0.8823329
3671,स पुत्रवधसन्तप्तश्शूरःक्रोधवशंगतः समीक्ष्यरावणोबुद्ध्यावैदेह्यारोचयद्वधम्,पुत्रवधसन्तप्तः शूरः सःरावणः क्रोधवशम् गतः बुद्ध्या समीक्ष्य वैदेह्याः वधम् रोचयत्,"He had seven sons, seven sons, and seven daughters; and he was angry with them, and they looked at him with anger.",Son Vadhasantaptha: Brave: He Ravana: Angry has passed away; to Wisdom the Vedeshaya has ceased to die.,0.0,0.0,18.423394156170104,0.8341179,0.80937725,0.8215614
3672,प्रपन्नोदीर्घमध्वानंराजन्नद्यसुदुर्गमम् नयमामपिदुःखार्तां न वर्तिष्येत्वयाविना,राजन् अद्य सुदुर्गमम् दीर्घम् अध्वानम् प्रपन्नः दुःखार्ताम् मामपि नय त्वयाविना न वर्तिष्ये,Prapannolamdvanavanrajennadyasudurgamam nayama also sorrows and not attitudes or behaviors,Rajen Sudurgamam has long been called: My sorrow is not without you.,0.0,0.0,28.568574527501163,0.81346494,0.85471976,0.83358216
3673,महतिस्फाटिके चित्रे रत्नसंयोगसंस्कृतेउत्तमास्तरणास्तीर्णे सूपविष्टं वरासने,रत्नसंयोगसंस्कृते चित्रे उत्तमास्तरणास्तीर्णे स्फाटिके महति वरासने सूपविष्टम्,The magnificent images of the Gemini-Yoga culture and the high-quality of the abandoned soup-like heritage.,"The Rattasankruten pictures are of good quality, but they are also a great source of inspiration.",0.0,0.0,22.981178389699856,0.86667657,0.8624814,0.86457396
3674,तत्र तां प्रवणामेव मातरं क्षौमवासिनीम्वाग्यतां देवतागारे ददर्शाऽऽयाचतीं श्रियम्,तत्र देवतागारे प्रवणामेव क्षौमवासिनीम् वाग्यताम् श्रियम् आयाचतीम् ताम् मातरम् ददर्श,"There, they saw their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, their mother, and their mother,","There, the goddess Pravana is seen as a virtuous woman, and she is seen as a worker until she arrives.",0.0,0.0,5.604206755469001,0.6995101,0.83995676,0.7633269
3675,शरीरे तव पश्यामि जगत्सर्वमिदं प्रभोत्वमनादिरनिर्देश्यस्त्वामहं शरणं गत:,प्रभो तव शरीरे इदम् सर्वं जगत् पश्यामि त्वम् अनादि अनिर्देश्यः अहम् त्वाम् शरणं गत:,"I see the body of the Lord in the whole world, and I have come to you to seek refuge:","Lord, I see Thy body all over the world; Thou art eternally unchanged: I have come to thee:",0.25329280648429586,0.22768670309653913,34.25952306825709,0.9001142,0.88693064,0.8934738
3676,मत्प्रमाणानुरूपं च व्यादितं च मुखं तया तद्दृष्ट्वा व्यादितं चास्यं ह्रस्वं ह्यकरवं वपुःतस्मिन्मुहूर्ते च पुनर्बभूवाङ्गुष्ठमात्रकः,तया मुखम् मत्प्रमाणानुरूपम् व्यादितम् व्यादितम् तत् आस्यम् दृष्ट्वा वपुः ह्रस्वम् आकरवम् तस्मिन् मुहूर्ते पुनः अङ्गुष्ठमात्रकः बभूव,"My face is full of truth and pain, my face is full of pain, my heart is full of pain, my heart is full of pain, my heart is full of pain, my heart is full of pain, my heart is full of pain, my heart is full of pain, my heart is full of pain, my heart is full of pain, my heart is full of pain, my heart is full of pain, my heart is full of pain, my heart is full of pain, my heart is full of pain, my heart is full of pain.","His face was plagued with infection, and when he saw it, he fell down with a heavy heart, and his face was sealed again, and his fingers became bruised.",0.0,0.0,16.68868588016169,0.81505597,0.855919,0.8349878
3677,हरिराक्षसदेहेभ्यःप्रभूताःकेशशाद्वलाः शरीरसङ्घाटावहाःप्रसुस्रुश्शोणितापगाः,हरिराक्षसदेहेभ्यः प्रभूताः केशशाद्वलाः शरीरसङ्घाटवहाः शोणितापगाः प्रसुस्रुः,"The ghosts are the gods of the world: the hair of the head, the body of the head, the body of the head, the body of the head, the body of the head, the body of the head, the body of the head, the body of the head, the body of the head, the body of the head, and the body of the head.","The Lord of the demons: the hair of the head: the body of the body, the beauty of the body, the beauty of the body, the beauty of the body.",0.0,0.0,49.057542130106604,0.90366316,0.9148836,0.9092388
3678,इत्येवंमैथिलींदृष्टवाविलपन्तींतपस्विनीम् रोहिणीमिवचन्द्रेणविनाग्रहवशंगताम् एतस्मिन्नन्तरेतस्यअमात्यःशीलवान् शुचिः सुपार्श्वोनाममेधावीरावणंरक्षसेश्वरम् निवार्यमाणःसचिवैरिदंवचनमब्रवीत्,इत्येवम् विलपन्तीम् तपस्विनीम् चन्द्रेणविना ग्रहवशम् गताम् रोहिणीमिव मैथिलीम् दृष्टवा मैथिलीम् तस्य अमात्यः शीलवान् शुचिः मेधावी सुपार्श्वोनाम सचिवैः निवार्यमाणः राक्षसेश्वरम् रावणम् इदम् वचनम् अब्रवीत्,"This is the same thing that happens in the world, and it is the same thing that happens in the world, and it is the same thing that happens in the world.","So late in the life of a man, and so late in the life of a man without the moon, that he has gone astray from the earth, and has seen his mother, Shilvan, who is pure in spirit, and the secretary of the heavenly secretariat, who is a man of sorrows, and a ruler of the earth, Ravana.",0.0,0.0,16.443431449437654,0.8468237,0.82342625,0.8349611
3679,तस्य तद्वचनं श्रुत्वा सुग्रीवस्य महात्मनःस्मितपूर्वमथो रामः प्रत्युवाच हरिं प्रभुः,रामः महात्मनः तस्य सुग्रीवस्य तत् वचनम् श्रुत्वा अथ हरिं प्रति स्मितपूर्वम् प्रत्युवाच,"Upon hearing his words, Sugrieva's majesty, Smith East Ram, replied, ""Haryn Lord:","Hearing the words of Rama, Mahatman replied with a smile on his face.",0.0,0.0,30.821373529697837,0.8284515,0.8755082,0.8513301
3680,निघ्नन्तमृक्षाधिपतिंराक्षसास्तेमहाबलाः परिवव्रुर्भयंत्यक्त्वातमनेकविधायुथाः,महाबलाः तेराक्षसाः अनेकविधायुधाः निघ्नन्तम् तंऋक्षाधिपतिम् भयम् त्यक्त्वा परिवव्रुः,"The last president of the Rajya Sabha, the ruler of Mahabharata, is the one who has passed several laws:",Mahabala: Theraxsa: Many laws passed and then the Chief of Staff was afraid to leave the room.,0.0,0.0,28.600022951149707,0.87666345,0.8640821,0.8703273
3681,चोदितो रामवाक्येन कथयामास सुव्रत:तस्य देशस्य निखिलमृषिमध्ये महातपा:,सुव्रत: महातपा: रामवाक्येन चोदित: ऋषिमध्ये तस्य देशस्य निखिलम् कथयामास,Choदितो रामवाक्येन कथयमास सुव्रत:One of the greatest fishermen of his country was Mahatpa:,"Subrat: Mahatpa: Ramavakya Choदित: In Rishi, his country is said to be at its heart.",30.641580673349395,2.960679685508234,30.26716393554385,0.8033772,0.85651284,0.8290945
3682,न हि धर्मार्थसिद्ध्यर्थं पानमेवं प्रशस्यतेपानादर्थश्च धर्मश्च कामश्च परिहीयते,धर्मार्थसिद्ध्यर्थम् एवम् पानम् न प्रशस्यते हि पानात् अर्थश्च कामश्च धर्मश्च परिहीयते,"It is not for the sake of righteousness, but for the sake of praise, righteousness, and works.","In Dharmarthya Sidhyartham, there is no praise for the meaning, works, and religion.",0.0,0.0,26.14195250918449,0.88065827,0.8602619,0.87034065
3683,मुञ्चन्ति कुसुमान्येते नगाः पर्वतसानुषुनीला इवातपापाये तोयं तोयधरा घनाः,पर्वतसानुषु एते नगाः आतपापाये नीलाः घनाः तोयधराः तोयम् इव कुसुमानि मुञ्चन्ति,"Mountains and mountains are very close to each other, but they are very close to each other.","In the mountains, these gorgeous landscapes, deep blue, dense toys, and toys resemble human beings.",0.0,0.0,21.706276098324675,0.85975456,0.8508354,0.85527176
3684,इदं वचो बन्धुहितार्थिनामया यथोच्यमानं यदि नाभिपत्स्यसेसबान्धवस्त्यक्ष्यसि जीवितं रणे हतोऽऽद्य रामेण शरैरजिह्मगैः,बन्धुहितार्थिना मया उच्यमानम् वचः यथा न अभिपत्यसे यदि सबान्धवः अद्य रामेण अजिह्मगैः शरैः हतः रणे जीवितम् त्यक्षयसि,This is what it means to be a prisoner of war if you don't kill your spouse in order to stay alive.,Bandhuhitarthina me utchamanam vach: as if not abhithyase if sabandh: अद्य रामेण अजिह्मगः शरैः हतः रणे जीवितम् त्यक्षयसि,0.0,38.14326528411796,9.383586905006872,0.8147898,0.6718732,0.736462
3685,स कैकेय्या गृहं श्रेष्ठं प्रविवेश महायशाः पाण्डुराभ्रमिवाकाशं राहुयुक्तं निशाकरः,महायशा: स: निशाकर: पाण्डुराभ्रम् राहुयुक्तम् आकाशमिव श्रेष्ठम् कैकेय्या: गृहम् प्रविवेश,Kaikaiya households the best entrance is Mahāyāsha: Pandurabhṛmīvacakāṇa Rahūyuktaṇa nishacar:,Mahāyāsha: S: Nishākara: Pandurabhram Rahuyuktam is celestial and best known as Kaikeyāya: Ghugum प्रविवेश.,0.0,6.92789354520895,33.06577300842595,0.85412073,0.8233514,0.8384538
