sample_id,sanskrit_sloka,sanskrit_prose,english_sloka,english_prose,bleu_score
98,एकसाले स्थाणुमतीं विनते गोमतीं नदीम् कलिङ्गनगरे चापि प्राप्य सालवनं तदा भरतः क्षिप्रमागच्छत्सुपरिश्रान्तवाहनः,भरतः एकसाले स्थाणुमतीम् विनते गोमतीं नदीम् सुपरिश्रान्तवाहनः तदा कलिङ्गनगरे चापि सालवनम् प्राप्य क्षिप्रम् आगच्छत्,"Once they reached the town of Kaling, where they asked for a place to stay, and a ship ran aground.","When they had completed a year's journey, the ship sailed along the Sweet River, reaching the town of Kaliningrad.",8.066974340737671
99,एवं मे निश्चिता बुद्धिर्हृदि मारीच वर्ततेन व्यावर्तयितुं शक्या सेन्द्रैरपि सुरासुरैः,मारीच मे बुद्धि एवम् निश्चिता हृदि वर्तते सेन्द्रैः सुरासुरैरपि व्यावर्तयितुम् न शक्या,"And I will speak to you as one of the elders, and as one of the wise, and as one of the wise.",Mary had such a strong heart that she could not speak to the senses or the pigs.,3.632928877985223
100,मम चाप्यल्पभाग्यायास्सान्निध्यात्तव वीर्यवन्अस्य शोकविपाकस्य मुहूर्तं स्याद्विमोक्षणम्,वीर्यवन् तव सान्निध्यात् अल्पभाग्यायाः मम अस्य शोकपाकस्य मुहूर्तम् विमोक्षणम् स्यात्,"For I have been blessed with a very short time, and I have tasted the fruit of the fruit of the vine, and the fruit of the tree of life.","I pray you, O Lord, save the poor and needy from this painful affliction.",1.7577459356554814
101,अथ रक्षांसि भीमानि महान्ति बलवन्ति चकथञ्चित्सांपराये त्वां जयेयुः कपिसत्तम,कपिसत्तम अथ भीमानि महान्ति बलवन्ति च रक्षांसि सांपराये कथञ्चित् त्वाम् जयेयुः,"Those who guard you will be greatly strengthened, and you will be overcome by a few snares.","You are a hypocrite. These men are great and mighty, and the serpents that guard you.",6.336859268415405
102,तमापतन्तं सहसा वालिपुत्रोऽङ्गदस्तदारावणोऽयमिति ज्ञात्वा तलेनाभिजघान ह,तदा वालिपुत्रः अङ्गदः आपतन्तम् तम् अयम् रावणः इति ज्ञात्वा सहसा तलेन अभिजघान ह,"When he realized that he was a slave, he was furious.","When he saw that the man had been crippled, he immediately fell down on the ground.",6.581989038465537
103,मुक्तामणिसुवर्णानि वस्त्राण्याभरणानि च यद्यदिच्छेत्तदेवास्या देयं मच्छन्दतो यथा,मुक्तामणिसुवर्णानि वस्त्राणि आभरणानि च यत् यत् इच्छेत् तदेव अस्याः मच्छन्दतो यथा देयम्,"gold and precious stones, and fine garments, and clothing that God wills to give as he pleases.","and gold and fine jewelry and ornaments, and give them to each one as he pleases.",18.759202316167215
104,अहं च रघुवंशश्च लक्ष्मणश्च महाबलः वैदेह्या दर्शनेनाद्य धर्मतः परिरक्षिताः,वैदेह्या: दर्शनेन: अद्य: अहं च: रघुवंशश्च: महाबलः लक्ष्मणश्च: धर्मतः परिरक्षिताः,"I, Ragusa, Laxman, the mighty, have kept the truth until I saw them testify.","Vedaiah: The vision: Today: I: Raghuvan, the great, the mighty, and Laxman: the righteous.",12.575326514292932
105,ततस्समुक्षितो रामो मुक्तैश्शोणितबिन्दुभिः वायसेन ततस्तेन बलवत्क्लिश्यमानया स मया बोधितश्श्रीमान्सुखसुप्तः परन्तपः,ततः रामः मुक्तै: शोणितबिन्दुभिः समुक्षितः ततः तेन वायसेन बलवत् क्लिश्यमानया मया श्रीमान् परन्तपः सुखसुप्तः सः बोधितः,"When he reached the top of the hill, he was struck by lightning, but the woman I spoke to fell asleep.",Then Ram was released. He was covered with fine spots. Then he put his hands on the rich man's wrists and put him to sleep.,1.9914519429181756
106,मन्निमित्तेन मानार्हः कच्चिच्छोकेन राघवःकच्चिन्नान्यमना रामः कच्चिन्मां तारयिष्यति,मानार्हः राघवः मन्निमित्तेन शोकेन कच्चित् रामः नअन्यमनाः न कच्चित् माम् कच्चित् तारयिष्यति,And the raisin and the grain of wheat and the lamb shall be delivered from the stall.,A wolf in sheep's clothing and a lamb in sheep's clothing will save me.,2.8265205879007453
107,मां हि शोकसमाक्रान्तं सन्तापयति मन्मथः हृष्टः प्रवदमानश्च ममाह्वयति कोकिलः,शोकसमाक्रान्तम् माम् मन्मथः सन्तापयति हृष्ट: प्रवदमानः कोकिलः ममाह्वयति,"He makes me sad in the midst of mourning; he makes me cry out loud, and I cry out loud.",My breast groaneth at the time of sorrow; and the cup that is poured out rejoices in me.,2.769348116298872
108,कश्चिन्न दुष्टस्तत्रासीत्परदाररतो नर: प्रशान्तं सर्वमेवासीद्राष्ट्रं पुरवरं च तत्,तत्र दुष्ट: परदाररत: नर: कश्चित् नासीत् सर्वम् राष्ट्रम् तत् पुरवरं च प्रशान्तम् आसीत्,"He is a gentle man, slow to anger, slow to anger, and gentle in all things.","There were evildoers, men and women, men and women, and all the nations were at peace.",5.039518688486958
109,अनुरक्तजनाकीर्णा सुखालोकप्रियावहाराजव्यसनसंसृष्टा सा पुरी विनशिष्यति,अनुरक्तजनाकीर्णा सुखा लोकप्रियावहा सा पुरी राजव्यसनसंसृष्टा विनशिष्यति,"The fruit of the vine, the fruit of the vine, the fruit of the vine, the fruit of the vine, the fruit of the vine, the fruit of the vine, the fruit of the vine, the fruit of the vine, the fruit of the vine, the fruit of the vine, the fruit of the fig tree, the fruit of the fig tree, the fruit of the fig tree, the fruit of the fig tree, the fruit of the fig tree, the fruit of the fig tree, the fruit of the fig tree, the fruit of the fig tree.",She will destroy all the kingdoms of the wicked and the proud.,0.7765782506252724
110,कथंत्रैलोक्यमाक्रम्यश्रियावीर्येणचान्वितम् अविषह्यंजघानत्वांमानुषोवनगोचरः,त्रैलोक्यम् आक्रम्य श्रिया वीर्येण च अन्वितम् अविषह्यम् त्वाम् वनगोचरः मानुषः कथम् जघान,"For the word of the Lord is against us, and against our works, and against our sins, and against our sins, and against our sins, and against our sins, and against our sins, and against our sins, and against our sins, and against our sins, and against our sins, and against our sins, and against our sins, and against our sins, and against our sins, and against our sins, and against our sins, and against our sins, and against our sins.","You are a man of great courage, a man of great courage, a man of great courage.",0.5076469172229491
111,कच्चिज्जीवति वैदेहि प्राणैः प्रियतरा ममकच्चित्प्रव्राजनं सौम्य न मे मिथ्या भविष्यति,सौम्य मम प्राणैः प्रियतरा वैदेही जीवति कच्चित् मे प्रव्राजनम् मिथ्या न भविष्यति कच्चित्,"I will not lie to you, my beloved, but I will not lie to you, my beloved, but I will not lie to you.","I am a gentle man, my beloved stranger, and I will not lie to you.",25.214324243688417
112,ममर्दाश्वान्गजांश्चापिरथांश्चापिनगोत्तमः तानिचान्यानिरक्षांसिएवंचान्यगदिरेःशिरः,नगोत्तमः अश्वान् गजांश्चापि रथांश्चापि ममर्ध अन्यत् गिरेःशिरः तानि अन्यानि रक्षांसि,"I am a servant of God, a servant of God, a servant of God, a servant of God, a servant of God, a servant of God, a servant of God, a servant of God, a servant of God, a servant of God, a servant of God, a servant of God, a servant of God, a servant of God, a servant of God, a servant of God, a servant of God, a servant of God, a servant of God, a servant of God, a servant of God, a servant of God, a servant of God, a servant of God, a servant of God, a servant of God, a servant of God, a servant of God, a servant of God, a servant of God, a servant of God, a servant of God.","horses, chariots, and horsemen, and all that fell.",0.3115340384569149
113,त्वां तु धर्मे स्थिता नित्यं सर्वभूतनमस्कृतम् दृष्ट्वा देवोपमं राम स्वर्गलोकं गमिष्यति,राम नित्यम् धर्मे स्थिता सर्वभूतनमस्कृतम् देवोपमम् त्वाम् दृष्ट्वा स्वर्गलोकम् गमिष्यति,"But he will see that you are righteous and have been perfected forever, and will go up to heaven.",He will see you go to heaven. You are God's perfect and perfect bread.,9.84610795142858
114,ततो गुह स्सन्त्वरितं श्रुत्वा भरतशासनम्प्रति प्रविश्य नगरं तं ज्ञातिजनमब्रवीत्,ततः गुहः सन्त्वरितम् भरतशासनम् श्रुत्वा नगरम् प्रति प्रविश्य तम् ज्ञातिजनम् अब्रवीत्,"When the man heard that the cave was closed, he went to the governor's office and told the people who had come to the city about Jesus.","When the ruler heard that the cave was closed, he went into the city and brought Jesus back.",32.95103291209691
115,तुष्टाव प्रणतश्चैव शिरसा मधुसूदनम्विमलक्षौमसंवीतो वाचयामास स द्विजान्,शिरसा प्रणत: मधुसूदनम् तुष्टाव विमलक्षौमसंवीतः द्विजान् वाचयामास,He bowed his head to the ground and read the book.,"He fell to his knees and read two books, one on the left and the other on the right.",4.524546213252249
116,सङ्ग्रामेतंतथादृष्टवारावणंतलताडितम् ऋषयोवानराःसिद्धानेदुर्देवास्सहासुरैः,सङ्ग्रामे तथा तलताडितम् तंरावणम् दृष्टवा ऋषयः वानराः सिद्धाः असुरैःसह देवा नेदुः,"When they saw him in the synagogue, there was a loud noise, and there was a loud noise, and there was a loud noise, and there was a loud noise, and there was a loud noise, and there was a loud noise, and there was a loud noise, and there was a loud noise, and there was a loud noise, and there was a loud noise, and there was a loud noise, and there was a loud noise.","In the synagogue, and in the tent of meeting, and in the tent of meeting, and in the tent of meeting, and in the tent of meeting, and in the tent of meeting, and in the tent of meeting, and in the tent of meeting, and in the tent of meeting, and in the tent of meeting, and in the tent of meeting, and in the tent of meeting, and in the tent of meeting, and in the tent of meeting, and in the tent of meeting, and in the tent of meeting, and in the tent of meeting, and in the tent of meeting, and in the tent of meeting,",2.6736373238836317
117,अम्बरीषस्य पुत्रोऽभून्नहुष: पृथिवीपति:नहुषस्य ययातिस्तु नाभागस्तु ययातिज:,पृथिवीपति: नहुष: अम्बरीषस्य पुत्र: अभूत् नहुषस्य ययाति: नाभाग: ययातिज:,"The son of Amharic, the ruler of the earth, the ruler of the world, the ruler of the world, the ruler of the world,","And the ruler of the earth was Noah, the son of Ammarish, the son of Abut, the son of Noah, the son of Jahath, the son of Nagah, the son of Jahath, the son of Jahath, the son of Jahath, the son of Gad, the son of Gad, the son of Gad, the son of Gad, the son of Gad, the son of Gad, the son of Gad, the son of Gad, the son of Gad, the son of Gad, the son of Gad, the son of Gad, the son of Gad, the son of Gad, the son of Gad, the son of Gad, the son of Gad, the son of Gad, the son of Gad, the son of Gad, the son of Gad, the son of Gad, the son of Gad, the son of Gad, the son of Gad, the son of Gad, the son of Gad, the son of Gad, the son of Gad, the son of Gad, the son of Gad, the son of Gad,",0.042565629070021975
118,प्रसीदन्तु भवन्तो मे ह्रीरेषा हि ममातुलायदीदृशैरहं विप्रैरुपस्थेयैरुपस्थितः,भवन्तः मे प्रसीदस्तु अहम् यत् उपस्थेयैः ईदृशैः विप्रैः उपस्थितः एषा मम अतुला ह्रीः हि,"For I am in the midst of you, as if I were in the midst of you; and I am in the midst of you, as if I were in the midst of you.",For you know that I am very pleased to be present at your meetings.,2.4371431437250504
119,भृत्यानां भरणात्सम्यक्प्रजानां परिपालनात्अर्थादानाच्च धर्मेण पिता न स्त्रिदिवंगतः,नः पिता भृत्यानाम् भरणात् सम्यक् प्रजानाम् परिपालनात् धर्मेण अर्थानाम् आदानात् त्रिदिवम् गतः,"He was not a father to a righteous man, but a father to a righteous man, and a father to a wicked man, and a father to a wicked man,","For three days the father of the dog was eating the food that he had been given, and he spoke righteous words.",2.7374353552268267
120,जीवितान्तकरं घोरं सादृश्यात्तु विशङ्कितःमूलघातो न नौ स्याद्धि द्वयोरपि कृतो मया,सादृश्यात् विशङ्कितः जीवितान्तकरम् घोरम् नौ द्वयोः मूलघातः स्याद्धि मया न कृतः,"For I was like a living dove, with a twisted horn, with a twisted horn, and a twisted horn.",I could not see what it was like to live in a sea of deep waters. I could not see what it was like to live in a sea of deep waters.,2.6866389546980374
121,लङ्घनार्थंचघोरस्यसमुद्रस्यनदींपतेः सहास्माभिरिहोपेतस्सूक्ष्मबुद्धिर्विचारय,सूक्ष्मबुद्धिः इह: अस्माभिःसह: उपेतः नदीपतेः घोरस्य: समुद्रस्य: लङ्घनार्थम्: विचारय:,"The waters of the sea are very rough, and the waters of the sea are very shallow, and the waters of the sea are very shallow, and the waters of the sea are very shallow, and the waters of the sea are very shallow, and the waters of the sea are very shallow, and the waters of the sea are very shallow, and the waters of the sea are very shallow, and the waters of the sea are very shallow.","This is the subtle wisdom: We are farmers: upstream, upstream, deep. At sea, deep.",0.657289842391054
122,मयाप्याचरितं पूर्वैः पन्थानमनुगच्छता प्रजा नित्यमनिद्रेण यथाशक्त्यभिरक्षिताः,पूर्वै: आचरितम् पन्थानम् अनुगच्छता नित्यम् अनिद्रेण मयापि प्रजा: यथाशक्ति अभिरक्षिता:,"They have kept it as strongly as they can, following the paths I have walked before.","For I have walked in the way of righteousness, and I have not ceased to walk in it; I have kept it as far as I could.",11.177847092997345
123,आपततनींशिलांदृष्टवागदामुद्यम्यसम्भ्रमात् रथादाप्लुत्यवेगेनवसुधायांव्यतिष्ठत,आपतन्तीम् शिलाम् दृष्टवा सम्भ्रमात् गदाम् उद्यम्य वेगेन रथात् आप्लुत्य वसुधायाम् व्यतिष्ठत,"and the chariot was filled with water, and the raft was about to be filled with water.","But when he saw that there was a steep hill, he got up and ran away from the carriage.",2.7247931978069366
124,ईदृशैस्तैरमात्यैस्तु राजा दशरथोऽनघ: उपपन्नो गुणोपेतैरन्वशासद्वसुन्धराम्,अनघ: दशरथ: राजा गुणोपेतै: ईदृशै: अमात्यै: उपपन्न: वसुन्धराम् अन्वशासत्,"These are the names of the kings of Judah, and the names of the kings of Judah, and the names of the kings of Judah, and the names of the kings of Judah, and the names of the kings of Judah, and the names of the kings of Judah, and the names of the kings of Judah, and the names of the kings of Judah, and the names of the kings of Judah, and the names of the kings of Judah, and the names of the kings of Judah, and the names of the kings of Judah, and the names of the kings of Judah, and the names of the kings of Judah.","And it came to pass in the days of David the king of Judah, that the king of Judah, and the king of Judah, and the king of Judah, and the king of Judah, and the king of Judah, and the king of Judah, and the king of Judah, and the king of Judah, that the king of Judah, and the king of Judah, and the king of Judah, and the king of Judah, and the king of Judah, and the king of Judah, and the king of Judah, and the king of Judah, and the king of Judah, and the king of Judah, and the king of Judah, and the king of Judah,",34.487733499020464
125,ननोदेवकृतंकिञ्चिद्भयमस्तिकदाचन मानुषान्नोभयंराजंस्तुमुलंसम्प्रबाधते,राजन् नः कदाचन देवकृतम् भयम् किंचित् नास्ति मानुषात् तुमुलम् भयम् सम्प्रबाधते,The fear of men and the fear of kings will destroy the children.,"Fear of God is not fear of kingship, but fear of man.",8.493098745313143
126,ते गत्वा पर्वतं राम कैलासं धातुमण्डितम्अग्निं नियोजयामासु: पुत्रार्थं सर्वदेवता:,ते सर्वदेवता: धातुमण्डितम् कैलासं पर्वतम् गत्वा पुत्रार्थम् अग्निम् नियोजयामासु:,"And they went up to Mount Rama, and to Mount Kailash, and set it on fire; and they said, All the gods are for the son of man.",All these gods came to the mountains of Calvary and set fire to their sons.,3.358851369497101
127,अहं तु तं नरव्याघ्रमुपयातः प्रसादकःप्रतिनेतुमयोध्यां च पादौ तस्याभिवन्दितुम्,अहं तु नरव्याघ्रम् तम् प्रसादकः अयोध्याम् प्रतिनेतुम् तस्य पादौ अभिवन्दितुम् च उपयातः,"I put him in the mouth of the dragon, and put him under the feet of the beast.","But I went to the dragon, to bring him to his sacrifice, and to kiss his feet.",10.079037376973918
128,गुहस्य वचनं श्रुत्वा तत्तु स्नेहादुदीरितम्रामस्यानुवशो वाक्यं भरतोऽपीदमब्रवीत्,रामस्य अनुवशः भरतोऽपि स्नेहात् उदीरितम् तत् गुहस्य वचनम् श्रुत्वा इदं वाक्यम् अब्रवीत्,"When he heard this, he was deeply moved, and his heart was filled with grief.","And when she heard the voice of the cave, her heart was filled with love.",15.464260451973765
129,राक्षसानांवरिष्ठश्चतवभ्रातावीभीषणः प्रतिगृह्यपुरींलङ्कांराघवस्यहितेरतः,राक्षसानाम् वरिष्ठश्च तव भ्राता विभीषण राघवस्य हिते रत लङ्कापुरीम् प्रतिगृह्य,He was terrified of evil spirits and was thrown into prison.,"And the elders of the demons and the elders of thy brother came back to Lankapuri in the night, for the sake of the fearsome raven.",1.1748215406375926
130,प्रीत्या च रममाणोऽथ राघवः परवीरहा बहुमानेन महता हनुमन्तमवैक्षत,परवीरहा राघवः रममाणः उपेतः महता बहुमानेन हनुमन्तम् अवैक्षत,"Love and be kind to the poor and needy, and show great respect for the poor and needy.",The Lord's Prayer and the Righteousness of the LORD,2.5197593442434796
131,दिशः पर्याकुलाश्चासन्रजसा तेन मूर्छताचचाल च मही सर्वा सशैलवनकानना,तेन रजसा मूर्छता दिशः पर्याकुलाश्च सशैलवनकानना सर्वा मही च चचाल,"And he made a great deal of silver, and silver, and gold, and silver, and gold, and silver, and gold, and silver, and gold, and silver, and gold, and silver, and gold, and silver.","And he made a stone, and cast it into the sea, and into the sea, and into the sea, and into the sea, and into the sea, and into the sea, and into the sea, and into the sea, and into the sea, and into the sea, and into the sea, and into the sea, and into the sea, and into the sea, and into the sea, and into the sea, and into the sea, and into the sea, and into the sea, and into the sea, and into the sea, and into the sea, and into the sea, and into the sea, and into the sea, and into the sea.",1.8513920916488449
132,एवमुक्तस्तु रामेण लक्ष्मणः परवीरहा नदीं गोदावरीं रम्यां जगाम लघुविक्रमः,रामेण एवम् उक्तः परवीरहा लक्ष्मणः लघुविक्रमः रम्याम् गोदावरीं नदीम् जगाम,"This is free of Ramen, Lakshman, Parviharha, Godavari and Rami.",Ramayana says: Parviraha Lakshman small business Ramya Godavari and Jagam river,6.285596338261262
133,स राजभवनप्रख्यात्तस्माद्रामनिवेशानात्निर्गत्य ददृशे मार्गं वसिष्ठो जनसंवृतम्,सः वसिष्ठः राजभवनप्रख्यात् तस्मात् रामनिवेशनात् निर्गत्य जनसंवृतम् मार्गम् ददृशे,"He went out of the palace hall, the palace hall, the palace hall, the palace hall, the palace hall, the palace hall, the palace hall, the palace hall, the palace hall, the palace hall, the palace hall, and the palace hall.",He went out of the palace and found a way out.,9.090870283740552
134,नाहमर्थपरो देवि लोकमावस्तुमुत्सहेविद्धिमामृषिभिस्तुल्यं केवलं धर्ममास्थितम्,देवि अहम् अर्थपरः न लोकम् आवस्तुम् उत्सहे केवलम् धर्मम् आस्थितम् माम् ऋषिभिः तुल्यम् विद्धि,For God's righteousness is the righteousness of a man's conscience.,"For I am not worthy of anyone's respect, nor am I worthy of anyone's respect.",2.8586838330063995
135,महार्हवस्त्रसंवीतो भूत्वा चिरसुखोषितः काषायपरिधानस्तु कथं भूमौनिवत्स्यति,महार्हवस्त्र संवीतः भूत्वा चिरसुखोषितः काषायपरिधानः कथं वा भूमौ निवत्स्यति,"""How can a man put on a garment of fine linen and put it on a garment of fine linen?",and a piece of fine linen wrapped around his waist was thrown to the ground.,7.305267243289862
136,ततो नान्दीमुखीं रात्रिं भरतं सूतमागधाःतुष्टुवुर्वाग्विशेषज्ञास्स्तवैर्मङ्गलसंहितैः,ततः वाग्विशेषज्ञाः सूतमागधाः नान्दीमुखीम् रात्रिम् मङ्गलसंहितैः स्तवैः भरतम् तुष्टुवुः,"At night they set out on a ship carrying torpedoes and other torpedoes, along with the rest of the ship's crew.","Then the rest of the merchants went out and loaded them with figs of the sea, and by night they were full of dung.",12.520555852584678
137,दुर्वृत्तमपि कः पुत्रं त्यजेद्भुवि विचक्षणःकश्च प्रव्राज्यमानो वा नासूयेत्पितरं सुतः,भुवि विचक्षणः कः दुर्वृत्तमपि पुत्रम् त्यजेत् प्रव्राज्यमानो अपि कः सुतः पितरम् ना सूयेत्,Who is the one who rejects the Son? Who is the one who rejects the Son? Who is the one who rejects the Son? Who is the one who rejects the Son? Who is the one who rejects the Father?,Anyone who rejects the Son of God or rejects the Son of God will not reject the Father.,8.204139183432648
138,स दूरं सहसोत्पत्य दुर्धरस्य रथे हरिः निपपात महावेगो विद्युद्राशिर्गिराविव,सः हरिः दूरं सहसा उत्पत्य महावेगः गिरौ विद्युद्राशिरिव दुर्धरस्य रथे निपपात,He stood at a distance and saw a chariot of lightning flashing.,"Coming from a long distance, he hurried to the chariot and fell down on the chariot of an electrocutor.",4.3941800929564945
139,धर्मात्मा तस्य तथ्येन भ्रातुर्वाक्येन विस्मितःउवाच राम स्सम्प्रेक्ष्य पौरजानपदं जनम्,धर्मात्मा रामः तस्य भ्रातुः तथ्येन वाक्येन विस्मितः पौरजानपदम् जनम् सम्प्रेक्ष उवाच,The Spirit of Righteousness marveled at him and his brother's words.,The godly Ram was astonished by his brother's words.,22.416933501922298
140,अत्येति रजनी या तु सा न प्रतिनिवर्ततेयात्येव यमुना पूर्णा समुद्रमुदकाकुलम्,या रजनी अत्येति सा न प्रतिनिवर्तते पूर्णा यमुना उदकाकुलम् समुद्रम् यात्येव,"So the sea is full of salt, and it does not sink.",This is not a representation of the fullness of Yamuna's waves in the sea.,6.959578721753987
141,स रामस्य वचश्श्रृत्वा भृशं दुःखहतः पिताशोकादशक्नुवन्वकतुं प्ररुरोद महास्वनम्,रामस्य वचः श्रुत्वा पिता सः भृशम् दुःखहतः शोकात् वक्तुम् अशक्नुवन् महास्वनम् प्ररुरोद,"When he heard the voice of Ramah, his heart was troubled, and he went to his father's house.","When his father heard this, he was greatly distressed, and he couldn't say a word.",9.134423666564473
142,कदाचिदप्यहं वीर्यात्पर्यटन्पृथिवीमिमाम्बलं नागसहस्रस्य धारयन्पर्वतोपमः नीलजीमूतसङ्काशस्तप्तकाञ्चनकुण्डलःभयं लोकस्य जनयन्किरीटी परिघायुधः व्यचरं दण्डकारण्ये ऋषिमांसानि भक्षयन्,कदाचित् अहमपि वीर्यात् इमाम् पृथिवीम् पर्यटन् नागसहस्रस्य बलम् धारयन् पर्वतोपमः नीलजीमूतसङ्काशः तप्तकाञ्चनकुण्डलः किरीटी परिघायुधः लोकस्य भयम् जनयन् ऋषिमांसानि भक्षयन् दण्डकारण्ये व्यचरम्,"I have walked the earth, and I have seen many dragons. I have seen mountains of blue, blue, purple, and green. I have been afraid of men. I have lived in depravity. I have lived in immorality. I have eaten the flesh of wild beasts.","I was afraid that I might go around the earth with the power of dragons. I was afraid of mountains, of lions, of lions, of devils, of devils, of evil spirits, of the fear of men, of wild beasts, of evil deeds, of sexual immorality.",6.686871661060281
143,त्वद्दर्शन विशुद्धात्मा न स कोपं करिष्यतिन हि स्त्रीषु महात्मानः क्वचित्कुर्वन्ति दारुणम्,विशुद्धात्मा सः त्वद्दर्शन कोपम् न करिष्यति महात्मानः क्वचित् स्त्रीषु दारुणम् न कुर्वन्ति हि,You will not be offended by the holy spirit.,"The Holy Spirit will not be angry with you, for there are very few women who do not drink wine.",5.05538208918013
144,एष वै सुमहाञ्छ्रीमान्विटपी सम्प्रकाशतेविराजत्युद्गतस्कन्धं कोविदारध्वजो रथे,एषः सुमहान् श्रीमान् उद्गतस्कन्धः विटपी सम्प्रकाशते रथे कोविदारध्वजः विराजति,It was like a chariot carrying a white flag.,This is a rich man who is sitting on a chariot carrying a white flag.,35.065941041239306
145,भित्त्वा तु तां गदां बाणै राघवो धर्मवत्सलःस्मयमानः खरं वाक्यं संरब्धमिदमब्रवीत्,धर्मवत्सलः राघवः तां गदाम् बाणैः भित्त्वा स्मयमानः संरब्धम् खरम् इदं वाक्यम् अब्रवीत्,He built it into a wall and buried it with the sound of God's holy word.,This was the story of the righteous rabbi who covered the walls with thorns.,3.234245292096216
146,राजा दशरथो नाम ज्येष्ठस्तस्य सुतो बली रामः प्राप्तो मुनिं द्रष्टुं भार्यया सह सीतया,दशरथो नाम राजा तस्य ज्येष्ठः सुतः बली रामः भार्यया सीतया सह मुनिम् द्रष्टुम् पाप्तः,"The king and his wife went down to see Ram, the son of their eldest son, who was named Deshartus.","The king's firstborn, whose name was Bala Ram, and his wife, Sita, committed a sinful act.",8.9275746495808
147,हनुमानपिसङ्क्रुद्धःसानुमुत्पाट्यपर्वतात् स लक्ष्मणंस्वयंपृष्ठादवरोप्यमहामनाः रक्षसांकदनंचक्रेसमासाद्यसहस्रशः,महामनाः सःहनुमानपि सङ्क्रुद्धः लक्ष्मणम् स्वयम् पृष्ठात् अवरोप्य पर्वतात् सानुम् उत्पाट्य समासाद्य सहस्रशः रक्षसाम् कदनम् चक्रे,"And Hanuman was angry; and he went up from the hill of Hanan, and set himself upon the hill of Hanan, and set himself upon the hill of Hanan, and upon the hill of Hanan, and upon the hill of Hanan, and upon the hill of Hanan, and upon the hill of Hanan, and upon the hill of Hanan, and upon the hill of Hanan, and upon the hill of Hanan, and on the hill of Hanan, and on the hill of Hanan, and on the hill of Hanan, and on the hill of Hanan, and on the hill of Hanan, and on the hill of Hanan, and on the hill of Hanan, and on the hill of Hanan, and on the hill of Hanan, and on the hill of Hanan, and on the hill.","And the great angel came down from the mountain, and brought forth a dragon, a dragon, and a dragon, and he gathered a thousand men.",1.085767092691337
148,स यथैवाऽगतः पूर्वं तथैव त्वरितं गतःनिपत्य गगनाद्भूमौतद्वनं प्रविवेश ह स प्रविष्टो मधुवनं ददर्श हरियूथपान्विमदानुत्थितान्सर्वान् मेहमानान्मधूदकम्,मधुवनम् प्रविष्टः सः विमदान् मदूदकम् मेहमानान् सर्वान् हरियूथपान् ददर्श,"When he had gone away as quickly as he had gone before, he went into the inner courtyard of the temple. When he came in, he saw a mirage of green wine and wine, and all his guests were drinking.","When he entered the garden, he saw a pool of vines and a tablecloth, and all the guests were covered with green bread.",9.995886586466389
149,ते समन्तादतिक्रुद्धा राघवं पुनरभ्ययुः तैश्च सर्वा दिशो दृष्ट्वा प्रदिशश्च समावृताःराक्षसैरुद्यतप्रासैश्शरवर्षाभिवर्षिभिः स कृत्वा भैरवं नादमस्त्रं परमभास्वरम्संयोजयत गान्धर्वं राक्षसेषु महाबलः,ते अतिक्रुद्धाः पुनः राघवम् समन्तात् अभ्ययुः महाबलः सः उद्यतप्रासैः शरवर्षिभिः तैः सर्वाः दिशः प्रदिशश्च समावृताः दृष्ट्वा भैरवम् नादम् कृत्वा राक्षसेषु परमभास्वरम् गान्धर्वम् अस्त्रम् संयोजयत,"Then they went out again, hurrying and hurrying, and they saw the beast, the dragon, the dragon, the dragon, the dragon, the dragon, the dragon, the dragon, the dragon, the dragon, the dragon, the dragon, the dragon, the harlot, the dragon, the dragon, the dragon, the dragon, the dragon, the dragon, the dragon, the dragon, the dragon, the dragon, the dragon, the dragon, the dragon, the dragon, the dragon, the dragon, the dragon, the dragon, the dragon, the dragon, the dragon, the dragon, the dragon, the dragon, the dragon, and the dragon.","And they were furious again. And the mighty one, the mighty one, and the mighty one, and the great one, and the great one, and the great one, and the great one, and the great one, and the great one, and the great one, and the great one, and the great one, and the great one, and the great one, and the great one, and the great one, and the great one, and the great one, and the great one, and the great one, and the great one, and the great one, and the great one, and the great one, and the great one, and the great one, and the great one, and the great one, and the great one and the great one, and the great one and the great one, and the great one and the great one and the great one and the great one and the great one and the great one and the great one and the great one and the great one and the great one and the great one and the great one and the great one and the great one and the great one and the great, and the great and the great one and the great one and the great one and the great one and the great one",1.1187250081911677
150,आज्ञाप्याथ यथाऽज्ञप्ति युक्तास्तेऽधिकृता नराःरमणीयेषु देशेषु बहुस्वादुफलेषु च यो निवेशस्त्वभिप्रेतो भरतस्य महात्मनःभूयस्तं शोभयामासुर्भूषाभिर्भूषणोपमम्,अधिकृता ते नराः यथाज्ञप्ति युक्ताः आज्ञप्य अथ बहुस्वादुफलेषु रमणीयेषु देशेषु महात्मनः भरतस्य यः निवेशः अभिप्रेतः तम् भूषाभिः भूषणोपमम् भूयः शोभयामासुः,We have been obedient to the wisdom and wisdom of God and to the richness and splendor of the earth and to the abundance of the good things we have invested in you.,"The rulers of these nations, according to the word of the prophets, have given orders to the rich and prosperous land of the rich to invest in.",5.007816165264321
